Genes	Gene Length	Exon Number	Intron Number	Exon Length Geometric Mean	Intron Length Geometric Mean	Length of Largest Exon	Length of Largest Intron	Total Exon Length	Total Intron Length	Length of Shortest Exon	Length of Shortest Intron	Mean Exon Length	Mean Intron Length	Length First Intron	Length of Largest Exon Excluding the Last	Total Exon Length Excluding the Last	Exon Length Geometric Mean Excluding the Last	Length of Shortest Exon Excluding the Last	Mean Exon Length Excluding the Last	percentage_gene_gc_content	TMDomain	SignalPeptide	TAA	TGA	TAG	Length3UTR	Length5UTR	F0	F1	F2	AUGtoExonJunction	UTR5junctions	ExonJunctiontoStop	UTR3junctions	average_cds_exon_length	First_intron_length	LS_TG	LS_ER	LS_CY	Unbiased	CY+	ER+	TG+
ENSG00000143178	33550.0	8	7	199.74317928618999	3835.270208560605	1719.0	9866.0	2985.0	30565.0	62.0	1719.0	373.125	4366.428571428572	9866.0	417.0	1266.0	146.86846007085535	62.0	180.85714285714286	42.87	0	0	1	0	0	1424	214	2	2	3	203	0	294	0	140.5	9867	NA	NA	NA	NA	NA	NA	NA
ENSG00000198860	22483.0	5	4	204.00745699377143	1600.80297162499	1386.0	17293.0	1907.0	20576.0	82.0	292.0	381.4	5144.0	2463.0	161.0	521.0	126.36207395897688	82.0	130.25	38.96	0	0	0	1	0	1365	26	2	1	1	135	0	20	0	119	2464	NA	NA	NA	NA	NA	NA	NA
ENSG00000188112	41502.0	5	4	468.14571288317325	4420.92617791493	3121.0	18380.0	6385.0	35117.0	76.0	584.0	1277.0	8779.25	13521.0	3121.0	3625.0	300.43397420127997	76.0	906.25	52.52	0	0	0	1	0	2642	176	1	2	1	NA	0	117	0	1100.3333333333333	13522	NA	NA	NA	NA	NA	NA	NA
ENSG00000165509	59517.0	8	7	195.83541328395592	2027.3860948071747	605.0	27032.0	1932.0	57585.0	75.0	77.0	241.5	8226.42857142857	27032.0	605.0	1728.0	194.69602944146715	75.0	246.85714285714286	39.06	0	0	0	1	0	20	20	5	2	1	NA	0	NA	0	240.5	27033	NA	NA	NA	NA	NA	NA	NA
ENSG00000141968	84654.0	27	26	92.81911270228908	768.4388966350107	308.0	47690.0	2892.0	81762.0	23.0	85.0	107.11111111111111	3144.6923076923076	47690.0	304.0	2584.0	88.63439515860141	23.0	99.38461538461539	47.39	0	0	0	1	0	254	100	16	3	8	204	0	NA	0	90.2	47691	NA	NA	NA	NA	NA	NA	NA
ENSG00000155495	5481.0	4	3	243.83462269901815	336.1311137961541	3966.0	738.0	4256.0	1225.0	85.0	155.0	1064.0	408.3333333333333	738.0	107.0	290.0	96.23718837739379	85.0	96.66666666666667	51.98	0	0	0	1	0	541	286	0	1	0	4	2	3424	0	NA	739	NA	NA	NA	NA	NA	NA	NA
ENSG00000046774	2949.0	3	2	311.5993103065552	446.403405004935	1712.0	647.0	1994.0	955.0	94.0	308.0	664.6666666666666	477.5	647.0	188.0	282.0	132.93607486307093	94.0	141.0	51.75	0	0	0	1	0	524	348	NA	NA	NA	NA	0	NA	0	NA	648	NA	NA	NA	NA	NA	NA	NA
ENSG00000167196	38634.0	7	6	255.68107900559738	2542.94105698067	9827.0	12489.0	10707.0	27927.0	88.0	387.0	1529.5714285714287	4654.5	387.0	226.0	880.0	139.18043712113004	88.0	146.66666666666666	39.44	0	0	1	0	0	9409	86	1	3	2	140	0	417	0	129.8	388	0.31	0.3	0.4	1	0	0	0
ENSG00000169752	71489.0	6	5	166.13674496240316	5824.920554590342	2719.0	47225.0	3212.0	68277.0	66.0	1032.0	535.3333333333334	13655.4	1032.0	147.0	493.0	94.98980480241241	66.0	98.6	38.21	1	0	0	1	0	2702	162	0	2	2	10	1	16	0	106	1033	NA	NA	NA	NA	NA	NA	NA
ENSG00000184216	9396.0	14	13	174.14618765270873	300.958063698768	1411.0	1753.0	3581.0	5815.0	65.0	78.0	255.78571428571428	447.3076923076923	78.0	391.0	2170.0	148.25886141098243	65.0	166.92307692307693	61.62	0	0	0	1	0	1352	90	6	5	2	136	0	58	0	161	79	0.29	0.24	0.47	0	1	0	0
ENSG00000140612	46596.0	6	5	138.1325814446841	5266.013333322016	526.0	24380.0	1079.0	45517.0	58.0	655.0	179.83333333333334	9103.4	24380.0	150.0	553.0	105.7202556925857	58.0	110.6	42.34	1	0	1	0	0	475	64	2	0	3	51	0	50	0	108.5	24381	0.37	0.39	0.24	1	0	0	0
ENSG00000228300	3699.0	3	2	251.5534419458806	1413.1185371369238	452.0	1477.0	870.0	2829.0	117.0	1352.0	290.0	1414.5	1352.0	301.0	418.0	187.66193007640095	117.0	209.0	63.36	1	1	0	1	0	451	20	0	0	2	281	0	0	0	116	1353	NA	NA	NA	NA	NA	NA	NA
ENSG00000189252	8741.0	2	1	263.3172990899003	8151.0	428.0	8151.0	590.0	8151.0	162.0	8151.0	295.0	8151.0	8151.0	162.0	162.0	162.0	162.0	162.0	46.53	0	0	0	0	1	80	84	1	0	0	78	0	347	0	NA	8152	NA	NA	NA	NA	NA	NA	NA
ENSG00000116667	241991.0	6	5	260.74486659959	32417.78328001626	9502.0	90017.0	10293.0	231698.0	61.0	7585.0	1715.5	46339.6	90017.0	340.0	791.0	127.0269630754694	61.0	158.2	40.27	0	0	0	0	1	9463	464	2	1	1	94	1	38	0	76.66666666666667	90018	NA	NA	NA	NA	NA	NA	NA
ENSG00000138411	399483.0	29	28	145.86075422905492	4111.767336116846	7317.0	160049.0	12006.0	387477.0	47.0	434.0	414.0	13838.464285714286	160049.0	1353.0	4689.0	126.82652010453506	47.0	167.46428571428572	39.13	0	0	0	1	0	7205	82	8	10	9	292	1	111	0	164.96153846153845	160050	NA	NA	NA	NA	NA	NA	NA
ENSG00000099617	15559.0	4	3	347.1854604258397	3107.578322605475	1608.0	9236.0	2424.0	13135.0	66.0	1207.0	606.0	4378.333333333333	9236.0	436.0	816.0	208.28277614093872	66.0	272.0	63.78	0	1	0	0	1	1486	296	0	2	1	140	0	121	0	189	9237	NA	NA	NA	NA	NA	NA	NA
ENSG00000214732	8013.0	2	1	306.28744669019653	7326.0	499.0	7326.0	687.0	7326.0	188.0	7326.0	343.5	7326.0	7326.0	188.0	188.0	188.0	188.0	188.0	52.13	0	0	0	0	1	169	134	1	0	0	54	0	329	0	NA	7327	NA	NA	NA	NA	NA	NA	NA
ENSG00000179542	13312.0	2	1	1752.5475742472727	4576.0	8369.0	4576.0	8736.0	4576.0	367.0	4576.0	4368.0	4576.0	4576.0	367.0	367.0	367.0	367.0	367.0	41.25	1	1	0	0	1	5805	417	NA	NA	NA	NA	0	NA	0	NA	4577	NA	NA	NA	NA	NA	NA	NA
ENSG00000143185	3230.0	3	2	156.26682912066468	1251.4439659848938	353.0	1796.0	562.0	2668.0	94.0	872.0	187.33333333333334	1334.0	1796.0	115.0	209.0	103.97114984456024	94.0	104.5	42.17	0	1	0	0	1	184	33	0	1	1	61	0	168	0	114	1797	NA	NA	NA	NA	NA	NA	NA
ENSG00000166716	57854.0	11	10	249.97449940721793	1770.9139031528143	4583.0	16042.0	8187.0	49667.0	73.0	113.0	744.2727272727273	4966.7	16042.0	2239.0	3604.0	186.8832130978087	73.0	360.4	45.93	0	0	0	1	0	4052	331	4	0	3	2220	3	530	0	174.5	16043	0.37	0.25	0.38	1	0	0	0
ENSG00000203923	8706.0	2	1	292.4756400112666	8009.0	538.0	8009.0	697.0	8009.0	159.0	8009.0	348.5	8009.0	8009.0	159.0	159.0	159.0	159.0	159.0	46.44	0	0	0	1	0	394	84	1	0	0	75	0	143	0	NA	8010	NA	NA	NA	NA	NA	NA	NA
ENSG00000163435	6597.0	9	8	180.87681266238977	334.83964508625485	1975.0	1184.0	3104.0	3493.0	90.0	145.0	344.8888888888889	436.625	422.0	222.0	1129.0	134.15592899889143	90.0	141.125	54.8	0	0	0	1	0	1860	128	0	6	1	163	1	114	0	138.66666666666666	423	NA	NA	NA	NA	NA	NA	NA
ENSG00000116406	64622.0	20	19	145.6881344701434	1932.3441490846487	4236.0	11835.0	6837.0	57785.0	40.0	197.0	341.85	3041.315789473684	4896.0	370.0	2601.0	122.0102155469051	40.0	136.89473684210526	34.39	0	0	0	1	0	3826	212	11	3	5	158	0	409	0	122.94444444444444	4897	0.4	0.54	0.06	0	0	1	0
ENSG00000188895	14947.0	9	8	204.2261250625163	803.3778508720718	2639.0	2838.0	5035.0	9912.0	48.0	168.0	559.4444444444445	1239.0	2802.0	1410.0	2396.0	148.31848666720293	48.0	299.5	46.08	0	0	0	0	1	2548	642	2	3	3	768	0	90	0	139.85714285714286	2803	0.32	0.38	0.3	0	0	1	0
ENSG00000176393	23496.0	11	10	181.7688907730263	1262.6938131718196	586.0	6615.0	2399.0	21097.0	109.0	170.0	218.0909090909091	2109.7	5790.0	466.0	1813.0	161.6894750670835	109.0	181.3	48.75	0	0	0	0	1	427	19	4	4	2	447	0	158	0	148.66666666666666	5791	0.27	0.34	0.4	1	0	0	0
ENSG00000068120	4130.0	9	8	178.8876161939931	162.47197552604237	1175.0	638.0	2479.0	1651.0	65.0	84.0	275.44444444444446	206.375	638.0	1175.0	2107.0	163.24314152255246	65.0	263.375	57.56	0	1	0	1	0	309	475	5	3	0	700	0	62	0	132.14285714285714	639	0.3	0.33	0.37	1	0	0	0
ENSG00000108784	8209.0	6	5	256.34590624739803	845.6843562225527	1422.0	2194.0	2475.0	5734.0	86.0	184.0	412.5	1146.8	742.0	415.0	1053.0	181.97500680225002	86.0	210.6	56.84	0	1	0	1	0	211	32	2	1	2	383	0	1210	0	158.5	743	0.5	0.44	0.06	0	0	1	0
ENSG00000179855	8064.0	6	5	268.7760133265171	376.65792823724996	3503.0	2448.0	4410.0	3654.0	82.0	126.0	735.0	730.8	672.0	345.0	907.0	160.83500689111355	82.0	181.4	57.86	0	0	0	0	1	3351	120	3	2	0	225	0	151	0	139.5	673	NA	NA	NA	NA	NA	NA	NA
ENSG00000006638	12369.0	3	2	754.2348859072613	4770.1132062038105	1427.0	5812.0	2642.0	9727.0	346.0	3915.0	880.6666666666666	4863.5	5812.0	869.0	1215.0	548.3374873196251	346.0	607.5	55.81	1	0	0	0	1	1181	429	1	0	0	786	1	245	0	NA	5813	NA	NA	NA	NA	NA	NA	NA
ENSG00000203879	6314.0	11	10	147.65114044213598	286.3559338313596	948.0	1223.0	2240.0	4074.0	55.0	91.0	203.63636363636363	407.4	1223.0	199.0	1292.0	122.59694626823389	55.0	129.2	59.79	0	0	0	1	0	795	101	4	3	3	45	0	152	0	126.33333333333333	1224	0.22	0.33	0.44	0	1	0	0
ENSG00000143184	5465.0	3	2	222.42887092199862	1714.68247789496	1018.0	3364.0	1227.0	4238.0	94.0	874.0	409.0	2119.0	3364.0	115.0	209.0	103.97114984456024	94.0	104.5	39.74	0	1	0	0	1	849	33	0	1	1	61	0	168	0	114	3365	NA	NA	NA	NA	NA	NA	NA
ENSG00000105298	16146.0	10	9	223.7679444582977	721.664895085504	1769.0	4285.0	3583.0	12563.0	96.0	90.0	358.3	1395.888888888889	2433.0	475.0	1814.0	177.83935592973575	96.0	201.55555555555554	61.59	0	0	0	1	0	1278	28	3	2	4	167	0	490	0	201.375	2434	0.29	0.28	0.43	0	1	0	0
ENSG00000266967	13929.0	12	11	100.17667877438379	618.087260728972	203.0	3996.0	1320.0	12609.0	53.0	83.0	110.0	1146.2727272727273	164.0	160.0	1117.0	93.94683149645466	53.0	101.54545454545455	48.21	0	0	0	1	0	67	14	6	1	4	39	0	135	0	105.4	165	0.31	0.32	0.37	1	0	0	0
ENSG00000169057	76145.0	3	2	733.8832854485237	7012.472887648123	9878.0	65046.0	10343.0	65802.0	114.0	756.0	3447.6666666666665	32901.0	65046.0	351.0	465.0	200.03499693803582	114.0	232.5	46.41	0	0	0	1	0	8794	52	0	0	2	62	0	1083	0	350	65047	0.34	0.25	0.41	1	0	0	0
ENSG00000156508	5283.0	8	7	223.00530250343598	156.2699077553293	2185.0	943.0	3512.0	1771.0	33.0	83.0	439.0	253.0	943.0	297.0	1327.0	160.96234722433007	33.0	189.57142857142858	47.14	0	0	0	1	0	2060	63	4	2	0	144	1	124	0	223	944	0.21	0.24	0.55	0	1	0	0
ENSG00000143196	33739.0	4	3	269.3652217219091	9424.293237963198	1148.0	14523.0	1719.0	32020.0	108.0	4401.0	429.75	10673.333333333334	14523.0	337.0	571.0	166.14020187103736	108.0	190.33333333333334	42.19	0	1	0	0	1	1081	32	0	0	3	305	0	66	0	116	14524	NA	NA	NA	NA	NA	NA	NA
ENSG00000112599	11673.0	4	3	316.7950909176875	2293.791362304311	1659.0	5882.0	2270.0	9403.0	118.0	737.0	567.5	3134.3333333333335	5882.0	343.0	611.0	182.42700527361438	118.0	203.66666666666666	46.59	0	0	0	1	0	1531	136	2	1	0	207	0	127	0	133	5883	NA	NA	NA	NA	NA	NA	NA
ENSG00000048544	11055.0	7	6	129.14608850077545	914.6922893667047	1566.0	3457.0	2100.0	8955.0	60.0	87.0	300.0	1492.5	3457.0	137.0	534.0	85.20456043276398	60.0	89.0	41.02	0	0	1	0	0	1482	12	4	0	2	48	0	83	0	93.8	3458	0.37	0.31	0.32	1	0	0	0
ENSG00000119899	60614.0	11	10	173.87780045506852	4426.5265928298895	1836.0	13419.0	3292.0	57322.0	87.0	1120.0	299.27272727272725	5732.2	9189.0	234.0	1456.0	137.36664263910103	87.0	145.6	42.17	1	0	0	1	0	1698	106	5	4	1	94	0	137	0	138.55555555555554	9190	0.42	0.54	0.04	0	0	1	0
ENSG00000183155	10868.0	2	1	721.6190130532871	7749.0	2942.0	7749.0	3119.0	7749.0	177.0	7749.0	1559.5	7749.0	7749.0	177.0	177.0	177.0	177.0	177.0	45.5	0	0	1	0	0	2696	51	1	0	0	126	0	245	0	NA	7750	0.39	0.24	0.37	1	0	0	0
ENSG00000156535	132111.0	33	32	131.38572644993107	1981.148995250876	4856.0	25678.0	9031.0	123080.0	29.0	87.0	273.6666666666667	3846.25	1110.0	231.0	4175.0	117.36986601895012	29.0	130.46875	38.58	0	1	0	1	0	4680	13	19	8	5	74	0	175	0	130.8709677419355	1111	NA	NA	NA	NA	NA	NA	NA
ENSG00000143156	235267.0	12	11	109.19249265481045	10828.077094402297	287.0	61163.0	1472.0	233795.0	51.0	1109.0	122.66666666666667	21254.090909090908	43207.0	208.0	1185.0	100.00903210563074	51.0	107.72727272727273	36.61	0	0	0	0	1	254	87	7	1	3	3	0	32	0	108.5	43208	0.4	0.32	0.28	1	0	0	0
ENSG00000140450	13131.0	8	7	231.86343545072782	801.0981183879472	2703.0	4431.0	4062.0	9069.0	67.0	228.0	507.75	1295.5714285714287	4431.0	466.0	1359.0	163.25213488168706	67.0	194.14285714285714	39.4	0	0	0	1	0	2646	159	3	3	1	307	0	56	0	147.83333333333334	4432	0.39	0.29	0.32	1	0	0	0
ENSG00000117475	20111.0	7	6	233.40653100917706	2285.189075471187	1309.0	6989.0	2524.0	17587.0	78.0	1130.0	360.57142857142856	2931.1666666666665	1130.0	440.0	1215.0	175.1090385706761	78.0	202.5	35.78	0	0	1	0	0	1123	198	2	1	2	28	1	185	0	246.25	1131	0.43	0.29	0.28	0	0	0	1
ENSG00000143153	26030.0	6	5	216.17622810510878	3323.886123975709	1428.0	13385.0	2216.0	23814.0	81.0	1201.0	369.3333333333333	4762.8	4443.0	237.0	788.0	148.19170008949385	81.0	157.6	43.48	1	0	0	1	0	1164	140	2	3	0	97	0	263	0	136.75	4444	0.42	0.56	0.02	0	0	1	0
ENSG00000117153	36115.0	12	11	187.83668232635716	1651.6600594158942	1540.0	12049.0	3311.0	32804.0	99.0	308.0	275.9166666666667	2982.181818181818	1881.0	240.0	1771.0	155.13618515323756	99.0	161.0	41.92	0	0	0	1	0	1413	191	4	5	1	195	1	126	0	152.88888888888889	1882	0.35	0.3	0.35	1	0	0	0
ENSG00000071859	6514.0	13	12	91.36015922331794	238.44570397522364	231.0	1923.0	1337.0	5177.0	49.0	94.0	102.84615384615384	431.4166666666667	1286.0	206.0	1106.0	84.56401348247559	49.0	92.16666666666667	60.42	0	0	0	1	0	222	95	6	4	2	111	0	8	0	80.81818181818181	1287	0.26	0.31	0.43	0	1	0	0
ENSG00000198918	5127.0	3	2	110.72556178694536	2226.9598110428487	229.0	3175.0	390.0	4737.0	57.0	1562.0	130.0	2368.5	1562.0	104.0	161.0	76.99350621968063	57.0	80.5	46.07	0	0	1	0	0	180	54	1	0	1	3	0	48	0	103	1563	0.32	0.28	0.4	1	0	0	0
ENSG00000077463	8455.0	8	7	133.7163757210508	564.0327221069625	838.0	1965.0	1600.0	6855.0	60.0	81.0	200.0	979.2857142857143	1564.0	183.0	762.0	102.87715963460123	60.0	108.85714285714286	57.86	0	0	0	1	0	508	24	2	0	5	66	0	329	0	111	1565	0.33	0.28	0.39	1	0	0	0
ENSG00000125351	18942.0	11	10	138.52974381951628	982.0174369352386	1006.0	6198.0	2343.0	16599.0	39.0	165.0	213.0	1659.9	899.0	295.0	1337.0	113.61548745931097	39.0	133.7	42.87	0	0	0	1	0	856	35	5	3	2	156	0	149	0	126.33333333333333	900	0.3	0.3	0.4	1	0	0	0
ENSG00000159346	17481.0	8	7	208.6479261276587	1528.6599700898519	870.0	7020.0	2091.0	15390.0	117.0	323.0	261.375	2198.5714285714284	7020.0	235.0	1221.0	170.14830146895284	117.0	174.42857142857142	44.28	1	0	0	1	0	741	222	3	2	1	141	1	128	0	170.6	7021	0.32	0.34	0.34	1	0	0	0
ENSG00000131469	4541.0	5	4	93.91213347362206	512.4726833540147	170.0	2570.0	505.0	4036.0	53.0	88.0	101.0	1009.0	277.0	170.0	417.0	95.45121601746295	53.0	104.25	49.84	0	0	0	0	1	39	55	1	0	2	81	1	48	0	139.5	278	0.26	0.22	0.52	0	1	0	0
ENSG00000130827	19499.0	33	32	174.68391791409869	170.15842055866247	5190.0	1728.0	10885.0	8614.0	67.0	69.0	329.8484848484849	269.1875	1728.0	621.0	5695.0	157.11742321684383	67.0	177.96875	60.44	0	1	1	0	0	5094	175	18	5	8	594	1	95	0	163.2	1729	0.3	0.6	0.11	0	0	1	0
ENSG00000090863	159675.0	26	25	139.25109987777876	2372.4858737096524	5895.0	74503.0	9287.0	150388.0	33.0	292.0	357.1923076923077	6015.52	74503.0	458.0	3392.0	119.87571957963709	33.0	135.68	42.38	1	1	0	0	1	5727	20	19	3	3	NA	0	167	0	121.25	74504	0.42	0.56	0.02	0	0	1	0
ENSG00000140443	315992.0	21	20	224.16141195714724	3448.799425759905	7470.0	183217.0	12235.0	303757.0	71.0	262.0	582.6190476190476	15187.85	57886.0	1137.0	4765.0	188.11475708195331	71.0	238.25	44.56	1	1	0	1	0	7088	1043	3	10	7	94	0	381	0	189.94736842105263	57887	0.38	0.57	0.05	0	0	1	0
ENSG00000183571	39564.0	5	4	264.54872791989897	2767.8085099918417	469.0	34270.0	1481.0	38083.0	123.0	727.0	296.2	9520.75	1702.0	434.0	1012.0	229.26559476659992	123.0	253.0	44.46	0	0	0	1	0	249	803	0	0	1	209	3	219	0	NA	1703	NA	NA	NA	NA	NA	NA	NA
ENSG00000182253	30514.0	4	3	476.1376717794057	6331.300541832876	6227.0	13006.0	7353.0	23161.0	71.0	2574.0	1838.25	7720.333333333333	7581.0	930.0	1126.0	202.0926118482769	71.0	375.3333333333333	49.91	0	0	1	0	0	2535	120	1	1	1	810	0	3691	0	97	7582	NA	NA	NA	NA	NA	NA	NA
ENSG00000159348	5385.0	9	8	122.24560533366703	417.6641030248771	827.0	884.0	1624.0	3761.0	67.0	148.0	180.44444444444446	470.125	292.0	150.0	797.0	96.26074613386466	67.0	99.625	50.27	1	0	0	1	0	654	52	4	4	0	15	0	172	0	103.28571428571429	293	0.48	0.46	0.06	0	0	1	0
ENSG00000160193	30314.0	11	10	124.65242338876594	2110.4657470432494	1017.0	9954.0	2106.0	28208.0	61.0	809.0	191.45454545454547	2820.8	2639.0	184.0	1089.0	101.05055506970582	61.0	108.9	53.71	0	0	0	1	0	823	44	4	1	5	89	0	193	0	105.22222222222223	2640	0.33	0.27	0.4	1	0	0	0
ENSG00000102178	2899.0	4	3	241.1724938144156	182.63234536118713	1933.0	248.0	2327.0	572.0	79.0	121.0	581.75	190.66666666666666	203.0	209.0	394.0	120.51092340844009	79.0	131.33333333333334	60.68	0	0	0	0	1	1822	31	2	1	0	48	0	110	0	156.5	204	0.31	0.23	0.46	0	1	0	0
ENSG00000068079	7673.0	7	6	153.6891887521834	301.2957105556387	349.0	5210.0	1182.0	6491.0	99.0	72.0	168.85714285714286	1081.8333333333333	5210.0	187.0	833.0	134.05395557590282	99.0	138.83333333333334	50.91	0	0	0	0	1	157	164	4	2	0	21	0	191	0	128.6	5211	NA	NA	NA	NA	NA	NA	NA
ENSG00000126903	3319.0	2	1	756.5421336581327	1224.0	1772.0	1224.0	2095.0	1224.0	323.0	1224.0	1047.5	1224.0	1224.0	323.0	323.0	323.0	323.0	323.0	60.86	1	1	0	1	0	196	465	NA	NA	NA	NA	0	NA	0	NA	1225	0.49	0.42	0.09	0	0	1	0
ENSG00000119041	36649.0	18	17	168.39240127067762	1490.1080649407995	1651.0	4644.0	4261.0	32388.0	73.0	315.0	236.72222222222223	1905.1764705882354	1601.0	238.0	2610.0	147.23240183164194	73.0	153.52941176470588	36.72	0	0	1	0	0	1528	72	8	7	2	102	0	122	0	151.25	1602	0.37	0.4	0.24	0	0	1	0
ENSG00000135686	19176.0	5	4	408.5589013547369	2505.5156469525677	6109.0	5940.0	7559.0	11617.0	79.0	1660.0	1511.8	2904.25	2202.0	1074.0	1450.0	207.76663929895284	79.0	362.5	51.32	0	0	0	1	0	5553	155	2	0	1	63	1	555	0	615	2203	0.39	0.32	0.3	1	0	0	0
ENSG00000118513	37865.0	16	15	162.67668444661766	1216.819324721685	1309.0	14539.0	3684.0	34181.0	72.0	90.0	230.25	2278.733333333333	4366.0	363.0	2375.0	141.5634125993318	72.0	158.33333333333334	39.73	0	0	0	1	0	1192	206	12	0	3	23	0	116	0	152.28571428571428	4367	NA	NA	NA	NA	NA	NA	NA
ENSG00000144395	93087.0	28	27	115.71352924480956	1510.6698050108967	356.0	17684.0	3597.0	89490.0	44.0	95.0	128.46428571428572	3314.4444444444443	6562.0	221.0	3241.0	110.99607620823076	44.0	120.03703703703704	38.16	0	0	0	1	0	239	52	21	2	4	12	0	116	0	121.1923076923077	6563	0.46	0.41	0.13	1	0	0	0
ENSG00000163444	17475.0	8	7	196.44236189501189	1358.5404113698683	1994.0	6078.0	3031.0	14444.0	81.0	199.0	378.875	2063.4285714285716	199.0	201.0	1037.0	141.07526036882052	81.0	148.14285714285714	41.51	1	0	0	0	1	1808	92	3	3	1	109	0	185	0	138.33333333333334	200	NA	NA	NA	NA	NA	NA	NA
ENSG00000105246	8006.0	5	4	184.17386897902787	1689.3841090086466	593.0	2111.0	1158.0	6848.0	95.0	1359.0	231.6	1712.0	1573.0	179.0	565.0	137.49007252370652	95.0	141.25	53.67	0	1	0	0	1	440	28	1	2	1	67	0	152	0	155.66666666666666	1574	NA	NA	NA	NA	NA	NA	NA
ENSG00000108828	7779.0	6	5	285.02373597403647	483.90568261567245	1538.0	3136.0	2699.0	5080.0	90.0	105.0	449.8333333333333	1016.0	3136.0	450.0	1161.0	203.4538754834029	90.0	232.2	54.69	0	0	0	0	1	1454	63	2	3	0	387	0	83	0	176.75	3137	0.24	0.29	0.46	0	1	0	0
ENSG00000105248	22009.0	8	7	153.11710263993243	2530.0976277838076	505.0	5509.0	1431.0	20578.0	91.0	809.0	178.875	2939.714285714286	2057.0	182.0	926.0	129.11760543746493	91.0	132.28571428571428	52.79	0	0	0	1	0	392	67	4	1	2	24	0	112	0	138.16666666666666	2058	0.31	0.2	0.49	0	1	0	0
ENSG00000108830	6811.0	5	4	252.8320281731152	569.1278199057394	3610.0	1135.0	4162.0	2649.0	88.0	236.0	832.4	662.25	510.0	219.0	552.0	130.06585799405127	88.0	138.0	53.84	0	0	0	1	0	3361	117	3	1	0	102	0	248	0	110	511	0.24	0.27	0.48	0	1	0	0
ENSG00000105251	11457.0	6	5	211.72995261198957	1159.2767590119956	1095.0	3338.0	1910.0	9547.0	106.0	78.0	318.3333333333333	1909.4	2509.0	1095.0	1634.0	200.79687239253406	106.0	326.8	54.05	0	0	0	1	0	89	798	1	2	2	297	0	186	0	133.75	2510	NA	NA	NA	NA	NA	NA	NA
ENSG00000134602	52642.0	12	11	151.70639393401447	949.0013177868709	1809.0	30971.0	3251.0	49391.0	57.0	81.0	270.9166666666667	4490.090909090909	100.0	231.0	1442.0	121.10056990421188	57.0	131.0909090909091	36.6	0	0	1	0	0	1784	216	7	1	2	42	1	24	0	130.55555555555554	101	0.3	0.4	0.3	0	0	1	0
ENSG00000160194	19991.0	4	3	455.1226733481907	4637.631641155796	4436.0	6134.0	5725.0	14266.0	73.0	3545.0	1431.25	4755.333333333333	3545.0	1095.0	1289.0	213.06271159257088	73.0	429.6666666666667	46.83	0	0	0	1	0	4278	25	1	2	0	48	0	157	0	607	3546	0.29	0.32	0.39	1	0	0	0
ENSG00000125356	4831.0	3	2	134.63771175451936	2006.1904196760584	182.0	3120.0	421.0	4410.0	90.0	1290.0	140.33333333333334	2205.0	1290.0	182.0	272.0	127.98437404620925	90.0	136.0	42.08	1	0	1	0	0	128	80	2	0	0	102	0	20	0	89	1291	0.31	0.35	0.34	1	0	0	0
ENSG00000125691	5862.0	5	4	147.50107998416166	480.980120658403	2355.0	2128.0	2706.0	3156.0	24.0	147.0	541.2	789.0	592.0	129.0	351.0	73.78978965574933	24.0	87.75	44.18	0	0	0	1	0	2272	11	0	4	0	13	0	82	0	108	593	0.29	0.23	0.48	0	1	0	0
ENSG00000103852	113259.0	14	13	173.9831536240877	4990.229473235601	1805.0	24763.0	3872.0	109387.0	83.0	184.0	276.57142857142856	8414.384615384615	3660.0	411.0	2067.0	145.33012917369413	83.0	159.0	41.8	0	0	0	1	0	1687	841	4	2	3	180	4	117	0	129.75	3661	NA	NA	NA	NA	NA	NA	NA
ENSG00000140374	96117.0	12	11	114.6929166676367	3381.275539037458	1245.0	43013.0	2289.0	93828.0	66.0	105.0	190.75	8529.818181818182	15612.0	147.0	1044.0	92.33963741034015	66.0	94.9090909090909	40.14	0	0	0	1	0	1206	81	6	5	0	39	0	38	0	91.4	15613	0.3	0.37	0.33	1	0	0	0
ENSG00000173638	29876.0	6	5	332.6277199749444	3431.381428068833	3576.0	9676.0	4991.0	24885.0	73.0	417.0	831.8333333333334	4977.0	4359.0	760.0	1415.0	206.85719182648012	73.0	283.0	56.63	1	0	0	1	0	3093	122	2	1	1	189	1	482	0	367	4360	0.41	0.53	0.06	0	0	1	0
ENSG00000111799	121728.0	66	65	132.135354507526	984.9336781777756	2232.0	9258.0	11725.0	110003.0	21.0	82.0	177.65151515151516	1692.3538461538462	2949.0	603.0	9493.0	126.51200077803223	21.0	146.04615384615386	36.87	0	1	1	0	0	2221	312	20	42	2	73	1	10	0	143.57142857142858	2950	NA	NA	NA	NA	NA	NA	NA
ENSG00000169758	144979.0	11	10	125.81741269481996	6699.156868172853	1223.0	74151.0	2372.0	142607.0	32.0	1120.0	215.63636363636363	14260.7	74151.0	190.0	1149.0	100.22410332372593	32.0	114.9	47.94	1	0	0	0	1	648	128	3	4	2	38	1	574	0	121.875	74152	NA	NA	NA	NA	NA	NA	NA
ENSG00000168411	45479.0	13	12	204.219992067172	2290.6708760144074	2673.0	8809.0	4948.0	40531.0	71.0	87.0	380.61538461538464	3377.5833333333335	5334.0	520.0	2275.0	164.82504247741377	71.0	189.58333333333334	43.53	0	0	0	1	0	2529	94	4	3	4	518	1	143	0	165.3	5335	0.43	0.31	0.26	0	0	0	1
