ensembl_gene_id	ensembl_transcript_id	percentage_gene_gc_content	TMDomain	SignalPeptide	TAA	TGA	TAG	Length3UTR	Length5UTR	F0	F1	F2	AUGtoExonJunction	UTR5junctions	ExonJunctiontoStop	UTR3junctions	average_cds_exon_length	First_intron_length	LS_TG	LS_ER	LS_CY	Unbiased	CY+	ER+	TG+
ENSG00000087085	ENST00000241069	64.49	0	1	0	1	0	220	107	1	1	1	1068	1	121	0	326.5	1550	NA	NA	NA	NA	NA	NA	NA
ENSG00000198574	ENST00000367929	41.4	0	0	0	1	0	2012	120	2	0	1	134	0	35	0	113.5	9081	NA	NA	NA	NA	NA	NA	NA
ENSG00000105792	ENST00000389297	36.1	0	0	1	0	0	825	251	11	8	3	120	0	170	0	119.71428571428571	9879	NA	NA	NA	NA	NA	NA	NA
ENSG00000237765	ENST00000422728	40.86	0	0	0	0	1	1496	817	NA	NA	NA	NA	0	NA	0	NA	4335	NA	NA	NA	NA	NA	NA	NA
ENSG00000152332	ENST00000489294	38.32	0	0	1	0	0	7081	183	3	3	1	268	0	146	0	139.83333333333334	1687	0.45	0.32	0.23	0	0	0	1
ENSG00000108309	ENST00000426726	59.03	0	0	0	1	0	432	232	2	2	6	107	0	142	0	120.22222222222223	3641	NA	NA	NA	NA	NA	NA	NA
ENSG00000084444	ENST00000197268	43.2	1	0	1	0	0	2819	23	4	6	2	37	0	5	0	165	11111	0.36	0.61	0.03	0	0	1	0
ENSG00000062725	ENST00000083182	39.71	0	0	0	1	0	4423	311	5	3	4	138	0	253	0	123.18181818181819	25307	0.43	0.32	0.25	0	0	0	1
ENSG00000135842	ENST00000367511	40.12	0	0	0	1	0	3945	152	8	5	0	55	0	1120	0	133.25	74993	NA	NA	NA	NA	NA	NA	NA
ENSG00000170471	ENST00000262879	39.37	0	0	0	0	1	3891	257	11	10	7	186	1	193	0	151.03703703703704	15334	0.36	0.41	0.23	0	0	1	0
ENSG00000138160	ENST00000260731	39.25	0	0	1	0	0	1599	246	14	2	5	77	0	131	0	147.1	12813	0.34	0.36	0.3	1	0	0	0
ENSG00000101132	ENST00000371419	41.63	0	0	1	0	0	811	14	3	0	0	24	0	131	0	123.5	6227	0.32	0.26	0.42	1	0	0	0
ENSG00000162777	ENST00000357640	49.53	0	0	1	0	0	1636	187	6	3	2	67	0	76	0	126.2	595	NA	NA	NA	NA	NA	NA	NA
ENSG00000124749	ENST00000244728	36.73	0	1	0	0	1	1067	232	22	5	1	88	1	187	0	95.22222222222223	64731	NA	NA	NA	NA	NA	NA	NA
ENSG00000162877	ENST00000367136	46.63	1	1	0	1	0	595	60	5	3	4	169	0	123	0	109.54545454545455	1933	NA	NA	NA	NA	NA	NA	NA
ENSG00000177303	ENST00000321617	61.14	0	0	0	1	0	819	541	8	7	3	94	1	90	0	200.41176470588235	1193	0.33	0.33	0.34	1	0	0	0
ENSG00000173157	ENST00000389420	35.38	0	1	0	1	0	343	282	23	9	6	NA	0	89	0	149.05405405405406	561	NA	NA	NA	NA	NA	NA	NA
ENSG00000189433	ENST00000339480	55.91	1	0	1	0	0	272	371	NA	NA	NA	NA	0	NA	0	NA	1145	NA	NA	NA	NA	NA	NA	NA
ENSG00000187513	ENST00000342280	59.33	1	0	0	0	1	532	87	NA	NA	NA	NA	0	NA	0	NA	1129	NA	NA	NA	NA	NA	NA	NA
ENSG00000090054	ENST00000262554	41.69	1	0	0	0	1	1318	43	8	2	4	57	0	93	0	96.76923076923077	2752	0.45	0.53	0.03	0	0	1	0
ENSG00000204219	ENST00000450454	48.57	0	0	0	1	0	557	115	5	3	2	69	0	8	0	106.66666666666667	5426	NA	NA	NA	NA	NA	NA	NA
ENSG00000188910	ENST00000373366	56.94	1	0	0	1	0	789	590	NA	NA	NA	NA	0	NA	0	NA	2960	NA	NA	NA	NA	NA	NA	NA
ENSG00000134744	ENST00000257177	38.59	0	0	1	0	0	660	255	14	12	2	718	1	67	0	152.77777777777777	26558	0.35	0.38	0.27	0	0	1	0
ENSG00000133065	ENST00000367137	50.84	1	0	0	0	1	2438	1037	4	4	1	372	1	185	0	122	1721	0.35	0.51	0.13	0	0	1	0
ENSG00000204388	ENST00000375650	58.76	0	0	0	0	1	378	213	NA	NA	NA	NA	0	NA	0	NA	NA	0.75	0.19	0.06	0	0	0	1
ENSG00000163866	ENST00000521580	47.94	1	0	1	0	0	5337	78	NA	NA	NA	NA	0	NA	0	NA	3695	0.39	0.3	0.32	0	0	0	1
ENSG00000180902	ENST00000321264	56.87	0	1	0	1	0	842	158	2	5	1	292	1	259	0	143.85714285714286	438	NA	NA	NA	NA	NA	NA	NA
ENSG00000133392	ENST00000300036	48.16	0	0	1	0	0	856	105	24	7	8	345	1	132	0	142.18421052631578	18672	NA	NA	NA	NA	NA	NA	NA
ENSG00000196862	ENST00000408999	40.47	0	0	1	0	0	1813	122	14	5	3	72	0	10	0	246.33333333333334	9517	NA	NA	NA	NA	NA	NA	NA
ENSG00000182504	ENST00000341893	40.59	0	0	0	0	1	5011	63	5	2	3	43	0	704	0	204.55555555555554	1875	0.39	0.27	0.33	1	0	0	0
ENSG00000189280	ENST00000338513	54.15	1	0	0	1	0	360	173	NA	NA	NA	NA	0	NA	0	NA	2112	NA	NA	NA	NA	NA	NA	NA
ENSG00000079313	ENST00000170168	60.94	0	0	0	1	0	818	125	7	7	1	157	0	88	0	243.28571428571428	19571	0.34	0.26	0.39	1	0	0	0
ENSG00000114859	ENST00000265593	55.48	1	0	0	1	0	421	126	11	9	3	63	0	194	0	109.86363636363636	2286	0.39	0.54	0.07	0	0	1	0
ENSG00000108671	ENST00000261712	43.02	0	0	0	0	1	2567	14	7	5	1	91	0	NA	0	97.16666666666667	2331	0.31	0.31	0.38	1	0	0	0
ENSG00000145675	ENST00000521381	39.2	0	0	0	1	0	4220	580	2	5	7	334	1	189	0	126	10341	NA	NA	NA	NA	NA	NA	NA
ENSG00000141503	ENST00000355280	51.94	0	0	0	1	0	774	244	17	9	5	57	0	83	0	127.6	44677	0.32	0.33	0.35	1	0	0	0
ENSG00000134748	ENST00000257181	41.36	0	0	1	0	0	4146	148	2	3	4	130	0	42	0	94.75	801	0.31	0.32	0.37	1	0	0	0
ENSG00000169242	ENST00000368407	53.76	0	1	0	1	0	832	102	0	3	1	92	0	112	0	136.66666666666666	3270	0.5	0.46	0.04	0	0	1	0
ENSG00000118564	ENST00000341285	37.86	0	0	0	1	0	1342	70	4	4	2	84	0	76	0	211.77777777777777	10496	0.56	0.25	0.19	0	0	0	1
ENSG00000037474	ENST00000264670	43.29	0	0	0	1	0	687	65	7	3	8	96	0	306	0	110.82352941176471	128	0.29	0.37	0.34	1	0	0	0
ENSG00000163217	ENST00000295379	40.27	1	1	0	0	1	4722	39	0	1	0	334	0	940	0	NA	4454	NA	NA	NA	NA	NA	NA	NA
ENSG00000122218	ENST00000241704	40.57	0	0	1	0	0	1563	80	15	11	6	40	0	59	0	114.3225806451613	2837	0.29	0.39	0.31	0	0	1	0
ENSG00000129595	ENST00000261486	39.29	0	0	0	1	0	2371	238	5	3	14	99	0	128	0	86.28571428571429	111451	NA	NA	NA	NA	NA	NA	NA
ENSG00000161249	ENST00000339686	54.04	0	1	0	0	1	319	174	15	0	0	426	0	NA	0	70.78571428571429	260	0.3	0.32	0.39	0	1	0	0
ENSG00000164172	ENST00000396954	38.21	0	0	1	0	0	2923	676	1	1	2	98	2	65	0	133.33333333333334	608	0.34	0.3	0.36	1	0	0	0
ENSG00000073146	ENST00000262794	47.64	0	0	0	1	0	238	83	13	6	7	97	0	81	0	137.28	1816	NA	NA	NA	NA	NA	NA	NA
ENSG00000241945	ENST00000291576	56.89	0	0	0	0	1	410	18	5	6	9	18	0	174	0	134.10526315789474	1550	0.32	0.31	0.37	1	0	0	0
ENSG00000101134	ENST00000262593	39.92	0	0	0	1	0	690	354	3	3	1	66	0	64	0	130.66666666666666	78921	NA	NA	NA	NA	NA	NA	NA
ENSG00000139734	ENST00000400324	35.91	0	0	1	0	0	1001	162	15	7	5	180	0	262	0	119.73076923076923	30598	0.36	0.36	0.29	1	0	0	0
ENSG00000145781	ENST00000274458	37.45	0	0	0	1	0	798	28	5	0	1	41	0	38	0	104.8	2404	0.49	0.28	0.22	0	0	0	1
ENSG00000170836	ENST00000305921	41	0	0	0	1	0	2728	222	2	2	1	472	0	557	0	196	22635	0.49	0.29	0.23	0	0	0	1
ENSG00000090006	ENST00000396819	56.48	0	1	0	1	0	268	19	1	28	0	250	0	154	0	151.46428571428572	3398	0.27	0.54	0.19	0	0	1	0
ENSG00000131408	ENST00000253727	51.29	0	0	0	1	0	786	247	3	4	0	43	2	146	0	197.83333333333334	143	0.43	0.23	0.34	0	0	0	1
ENSG00000196405	ENST00000392920	45.48	0	0	1	0	0	498	79	4	4	5	11	0	37	0	99.66666666666667	19176	0.17	0.18	0.65	0	1	0	0
ENSG00000156639	ENST00000287218	39.2	0	0	0	1	0	2235	219	0	4	1	71	0	154	0	113.5	109943	0.33	0.26	0.41	1	0	0	0
ENSG00000104413	ENST00000433389	40.32	0	0	1	0	0	1577	145	7	4	3	132	0	74	1	140.46153846153845	506	NA	NA	NA	NA	NA	NA	NA
ENSG00000178562	ENST00000324106	40	1	1	0	1	0	4000	58	1	2	0	52	0	128	0	240	19885	NA	NA	NA	NA	NA	NA	NA
ENSG00000182580	ENST00000330394	58.43	1	1	0	1	0	786	451	5	7	3	118	0	108	0	196.85714285714286	8965	NA	NA	NA	NA	NA	NA	NA
ENSG00000165863	ENST00000588184	49.61	0	0	0	0	1	210	51	0	3	1	55	1	145	0	167	1604	NA	NA	NA	NA	NA	NA	NA
ENSG00000113615	ENST00000398844	42.25	0	0	0	1	0	2815	292	9	10	3	97	0	114	0	145.1904761904762	11946	0.41	0.33	0.26	1	0	0	0
ENSG00000173456	ENST00000311413	59.18	1	0	0	1	0	885	596	NA	NA	NA	NA	0	NA	0	NA	NA	0.45	0.4	0.16	0	0	1	0
ENSG00000122873	ENST00000333926	36.69	1	0	1	0	0	1936	112	1	1	0	31	0	89	0	205	7813	0.34	0.32	0.34	1	0	0	0
ENSG00000223953	ENST00000528368	68.48	0	1	0	0	1	389	232	0	1	0	214	1	517	0	NA	255	NA	NA	NA	NA	NA	NA	NA
ENSG00000102287	ENST00000370328	46.86	1	1	0	0	1	1577	51	2	4	2	56	0	383	0	153.42857142857142	4168	NA	NA	NA	NA	NA	NA	NA
ENSG00000185245	ENST00000329125	55.95	1	1	0	1	0	460	95	NA	NA	NA	NA	0	NA	0	NA	234	NA	NA	NA	NA	NA	NA	NA
ENSG00000178573	ENST00000326043	44.86	0	0	0	1	0	622	835	0	0	1	1118	0	93	0	NA	4232	0.28	0.36	0.35	1	0	0	0
ENSG00000205710	ENST00000381365	62.89	0	0	0	0	1	2401	227	2	0	0	66	0	296	0	209	108	NA	NA	NA	NA	NA	NA	NA
ENSG00000177728	ENST00000314256	52	1	0	0	1	0	1118	223	15	7	8	24	1	72	0	136.0344827586207	15049	0.36	0.53	0.12	0	0	1	0
ENSG00000235718	ENST00000619721	61.17	1	0	0	1	0	2017	192	3	7	2	54	0	224	2	131.8181818181818	86	NA	NA	NA	NA	NA	NA	NA
ENSG00000165092	ENST00000297785	36.05	0	0	1	0	0	537	53	8	2	2	66	0	72	0	123.27272727272727	12683	NA	NA	NA	NA	NA	NA	NA
ENSG00000108349	ENST00000264645	45.5	0	0	1	0	0	1766	12	6	4	2	231	0	23	1	167.8181818181818	428	0.29	0.29	0.42	1	0	0	0
ENSG00000115756	ENST00000307845	52.12	0	0	0	1	0	783	384	1	1	0	378	2	97	0	105	93658	0.23	0.26	0.52	0	1	0	0
ENSG00000108556	ENST00000649488	50.55	1	1	0	0	1	965	35	4	4	3	46	0	155	0	127	255	NA	NA	NA	NA	NA	NA	NA
ENSG00000168350	ENST00000305631	60.22	1	0	0	1	0	2804	58	1	1	0	82	0	146	0	742	9796	NA	NA	NA	NA	NA	NA	NA
ENSG00000100628	ENST00000555019	52.44	0	0	1	0	0	490	210	1	4	3	206	1	136	0	222.57142857142858	11822	NA	NA	NA	NA	NA	NA	NA
ENSG00000125255	ENST00000245312	39.4	1	0	0	0	1	2135	168	1	2	2	377	0	127	0	134.5	7491	NA	NA	NA	NA	NA	NA	NA
ENSG00000167123	ENST00000372838	55.11	0	1	0	0	1	499	21	5	2	5	197	0	NA	0	143.63636363636363	1794	0.4	0.48	0.12	0	0	1	0
ENSG00000109171	ENST00000264313	37.84	0	0	0	1	0	4124	211	0	5	2	389	0	66	0	214	27721	NA	NA	NA	NA	NA	NA	NA
ENSG00000131871	ENST00000526049	45.06	1	0	1	0	0	580	68	2	3	0	76	0	85	0	101	667	0.46	0.5	0.04	0	0	1	0
ENSG00000163599	ENST00000648405	42.23	1	0	0	1	0	1153	172	1	2	0	109	0	104	0	228	2535	NA	NA	NA	NA	NA	NA	NA
ENSG00000109743	ENST00000265016	43.46	1	1	1	0	0	942	80	2	1	5	188	0	105	0	93.71428571428571	2183	NA	NA	NA	NA	NA	NA	NA
ENSG00000188316	ENST00000341276	40.85	0	0	0	0	1	932	68	9	3	1	NA	0	154	0	128.83333333333334	5892	NA	NA	NA	NA	NA	NA	NA
ENSG00000107438	ENST00000329399	43.73	0	0	0	1	0	353	88	2	1	3	96	0	186	0	140.4	19036	0.21	0.26	0.53	0	1	0	0
ENSG00000175906	ENST00000320033	55.94	0	0	0	1	0	799	173	NA	NA	NA	NA	0	NA	0	NA	568	0.4	0.32	0.29	1	0	0	0
ENSG00000152700	ENST00000402673	43.44	0	0	1	0	0	5801	119	2	3	0	58	1	116	0	104.5	8691	0.44	0.49	0.07	0	0	1	0
ENSG00000129911	ENST00000250916	65.43	0	0	0	0	1	2060	82	0	1	0	457	0	301	0	NA	8281	0.25	0.28	0.46	0	1	0	0
ENSG00000064886	ENST00000369748	44.64	0	1	0	1	0	226	17	4	2	3	40	0	137	1	123.375	2083	NA	NA	NA	NA	NA	NA	NA
ENSG00000116350	ENST00000373795	42.93	0	0	1	0	0	667	148	1	1	3	107	0	816	0	139.25	21129	0.36	0.28	0.36	1	0	0	0
ENSG00000128298	ENST00000381669	53.59	0	0	0	1	0	400	159	7	3	3	51	0	75	0	120.91666666666667	1267	NA	NA	NA	NA	NA	NA	NA
ENSG00000140474	ENST00000440863	59.88	0	0	0	1	0	1110	51	8	7	0	102	0	16	0	91.85714285714286	584	NA	NA	NA	NA	NA	NA	NA
ENSG00000132603	ENST00000254940	47.96	0	0	1	0	0	1454	58	2	0	2	56	0	119	0	121.33333333333333	121	0.39	0.28	0.33	1	0	0	0
ENSG00000110002	ENST00000456829	39.28	0	0	0	1	0	1776	163	7	6	3	43	2	79	0	148.2	1084	NA	NA	NA	NA	NA	NA	NA
ENSG00000154252	ENST00000192314	49.25	1	0	0	0	1	121	134	1	0	2	29	0	821	0	172	22081	NA	NA	NA	NA	NA	NA	NA
ENSG00000224877	ENST00000431388	58.82	0	0	0	0	1	294	46	2	0	0	84	0	29	0	110	121	NA	NA	NA	NA	NA	NA	NA
ENSG00000166329	ENST00000299415	51.43	0	0	0	1	0	316	27	NA	NA	NA	NA	0	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000145248	ENST00000273861	43.58	1	0	1	0	0	587	219	1	0	1	590	0	512	0	210	781	NA	NA	NA	NA	NA	NA	NA
ENSG00000105245	ENST00000252891	52.55	0	0	0	0	1	1563	168	5	4	0	24	0	670	0	140.875	3465	0.33	0.34	0.33	1	0	0	0
ENSG00000131373	ENST00000321169	39.05	0	0	1	0	0	166	106	8	1	7	81	0	32	0	107.2	189	0.37	0.37	0.26	1	0	0	0
ENSG00000137054	ENST00000377798	46.26	0	0	0	0	1	495	100	2	5	4	76	0	159	0	101.4	580	0.32	0.23	0.45	0	1	0	0
ENSG00000181610	ENST00000313608	44.44	0	0	0	1	0	5002	34	1	0	3	44	0	152	0	124.33333333333333	557	0.34	0.28	0.38	1	0	0	0
ENSG00000115665	ENST00000264047	37.27	1	0	0	1	0	3133	291	3	4	0	178	1	629	0	154.83333333333334	1342	NA	NA	NA	NA	NA	NA	NA
ENSG00000116544	ENST00000373347	48.62	0	0	0	1	0	647	334	5	2	2	1107	2	218	0	200.75	22014	NA	NA	NA	NA	NA	NA	NA
ENSG00000132604	ENST00000254942	44.3	0	0	0	1	0	1331	36	4	3	2	379	0	158	0	135.375	107	0.38	0.27	0.35	1	0	0	0
ENSG00000101017	ENST00000372285	49.19	1	1	0	1	0	818	30	2	5	1	51	0	158	0	88.14285714285714	3426	0.42	0.48	0.1	0	0	1	0
ENSG00000187164	ENST00000355371	39.09	0	0	0	1	0	4867	108	7	7	2	58	0	222	0	106.66666666666667	25714	0.33	0.3	0.37	1	0	0	0
ENSG00000109046	ENST00000262394	39.73	0	0	0	0	1	3557	282	1	3	4	40	0	159	0	151.28571428571428	7353	0.37	0.43	0.2	0	0	1	0
ENSG00000157637	ENST00000374759	56.71	1	0	0	0	1	745	386	6	7	2	99	0	1117	0	152.07142857142858	5015	0.39	0.57	0.04	0	0	1	0
ENSG00000175699	ENST00000636493	53.16	0	0	0	1	0	51	404	3	1	1	104	1	203	0	126.75	428	NA	NA	NA	NA	NA	NA	NA
ENSG00000079482	ENST00000355520	39.75	0	0	0	1	0	4828	332	8	9	5	154	1	33	1	104.76190476190476	144	NA	NA	NA	NA	NA	NA	NA
ENSG00000188493	ENST00000378313	54.97	0	0	0	0	1	1572	674	0	2	3	323	0	337	0	97.75	4283	NA	NA	NA	NA	NA	NA	NA
ENSG00000165757	ENST00000375377	44.39	0	0	0	1	0	5080	164	0	1	1	281	1	34	0	3763	11611	NA	NA	NA	NA	NA	NA	NA
ENSG00000168802	ENST00000448552	48.17	0	0	0	1	0	2415	140	1	0	1	23	1	224	0	117	10991	0.38	0.24	0.37	1	0	0	0
ENSG00000116793	ENST00000369604	39.1	1	0	1	0	0	874	494	13	2	2	45	1	20	0	137.9375	290	0.49	0.41	0.1	1	0	0	0
ENSG00000183607	ENST00000328895	39.61	0	1	0	0	1	136	32	4	1	0	12	0	82	0	114	2095	NA	NA	NA	NA	NA	NA	NA
ENSG00000090612	ENST00000536435	41.98	0	0	0	1	0	10302	244	2	2	0	33	1	2386	0	140.33333333333334	260	0.5	0.23	0.27	0	0	0	1
ENSG00000160185	ENST00000319294	49.32	0	0	0	1	0	490	44	4	6	4	113	0	137	0	132.46153846153845	2250	NA	NA	NA	NA	NA	NA	NA
ENSG00000187672	ENST00000288221	40.68	0	0	0	0	1	3005	360	12	0	3	657	1	26	1	155.42857142857142	33101	NA	NA	NA	NA	NA	NA	NA
ENSG00000099804	ENST00000215574	64.64	0	0	0	1	0	535	172	2	0	2	177	0	213	0	105.66666666666667	3729	0.28	0.25	0.47	0	1	0	0
ENSG00000158555	ENST00000336898	53.42	1	0	0	0	1	867	876	8	2	4	117	2	148	0	118.38461538461539	34890	0.47	0.41	0.12	0	0	1	0
ENSG00000163867	ENST00000357182	38.78	0	0	0	0	1	939	205	7	6	1	93	1	1831	0	156.92307692307693	1102	NA	NA	NA	NA	NA	NA	NA
ENSG00000139428	ENST00000545712	52.08	0	0	0	1	0	3313	24	2	2	4	134	0	108	0	71.85714285714286	1637	NA	NA	NA	NA	NA	NA	NA
ENSG00000180772	ENST00000371906	33.63	1	0	1	0	0	1602	168	NA	NA	NA	NA	0	NA	0	NA	152	NA	NA	NA	NA	NA	NA	NA
ENSG00000276023	ENST00000617516	46.16	0	0	0	0	1	629	248	NA	NA	NA	NA	0	NA	0	NA	20719	0.4	0.26	0.35	1	0	0	0
ENSG00000103044	ENST00000569188	55.07	1	0	0	1	0	2394	135	2	0	0	NA	0	923	0	368	3609	NA	NA	NA	NA	NA	NA	NA
ENSG00000164181	ENST00000508821	39.18	1	0	0	1	0	2833	195	4	2	0	64	2	209	0	113.4	44930	0.41	0.52	0.06	0	0	1	0
ENSG00000100934	ENST00000307712	38.8	0	0	0	1	0	1320	225	14	0	4	221	1	89	0	115.88235294117646	6893	0.34	0.38	0.28	0	0	1	0
ENSG00000268320	ENST00000595228	57.3	0	1	1	0	0	125	22	1	1	0	55	0	32	0	199	558	NA	NA	NA	NA	NA	NA	NA
ENSG00000167487	ENST00000300976	56.92	0	0	0	0	1	2476	27	0	0	2	83	0	1581	0	182	27124	0.39	0.25	0.36	1	0	0	0
ENSG00000115523	ENST00000263863	45.87	0	1	0	1	0	278	61	2	2	0	52	0	10	0	124	850	NA	NA	NA	NA	NA	NA	NA
ENSG00000140545	ENST00000268150	55.57	0	1	0	0	1	712	60	4	3	0	73	0	137	0	157.83333333333334	3324	0.4	0.56	0.04	0	0	1	0
ENSG00000115556	ENST00000450993	47.34	0	0	0	1	0	598	205	5	7	2	22	1	106	0	165.15384615384616	7637	0.4	0.35	0.26	1	0	0	0
ENSG00000154678	ENST00000396191	40.15	0	0	0	0	1	2205	14	4	5	8	101	0	169	0	115.1875	18713	NA	NA	NA	NA	NA	NA	NA
ENSG00000124260	ENST00000370323	51.3	0	0	1	0	0	1201	341	NA	NA	NA	NA	0	NA	0	NA	1506	NA	NA	NA	NA	NA	NA	NA
ENSG00000072401	ENST00000373910	36.06	0	0	1	0	0	1983	196	3	2	1	24	0	45	0	73.8	26113	0.43	0.32	0.25	0	0	0	1
ENSG00000198625	ENST00000367182	42.52	0	0	1	0	0	8438	139	6	2	1	78	1	569	0	102.125	8975	0.44	0.37	0.18	0	0	0	1
ENSG00000256223	ENST00000248211	40.03	0	0	1	0	0	2497	187	1	2	0	33	1	1465	0	110.5	13680	NA	NA	NA	NA	NA	NA	NA
ENSG00000187955	ENST00000297848	38.77	1	0	0	1	0	2342	276	17	28	1	88	1	79	0	115.06666666666666	22466	NA	NA	NA	NA	NA	NA	NA
ENSG00000186298	ENST00000335007	41.52	0	0	0	0	1	1396	184	2	4	0	55	0	89	0	164.4	10752	0.31	0.3	0.39	1	0	0	0
ENSG00000128342	ENST00000249075	58.9	0	1	0	0	1	3198	64	1	1	0	19	0	410	0	178	1744	NA	NA	NA	NA	NA	NA	NA
ENSG00000163479	ENST00000295702	46.99	1	1	0	1	0	492	64	2	0	2	NA	0	110	0	109.25	721	0.38	0.45	0.17	0	0	1	0
ENSG00000167916	ENST00000264651	42.88	0	0	1	0	0	246	59	4	1	2	615	0	103	0	142.16666666666666	1146	NA	NA	NA	NA	NA	NA	NA
ENSG00000115758	ENST00000234111	45.53	0	0	0	0	1	756	334	5	1	3	102	2	144	0	141.375	2857	0.26	0.26	0.47	0	1	0	0
ENSG00000164615	ENST00000297156	43.19	0	0	0	1	0	1207	73	2	1	0	172	0	191	0	262.5	2271	0.33	0.29	0.38	0	1	0	0
ENSG00000089737	ENST00000621632	43.34	0	0	1	0	0	2904	89	2	3	2	718	1	271	0	264	1372	0.33	0.38	0.29	0	0	1	0
ENSG00000168077	ENST00000301904	50.25	1	0	0	1	0	1667	299	0	5	0	7	0	451	0	339.5	15495	0.47	0.45	0.08	0	0	1	0
ENSG00000156222	ENST00000394573	48.91	1	0	0	1	0	598	222	9	3	4	96	2	75	0	117.53333333333333	1921	NA	NA	NA	NA	NA	NA	NA
ENSG00000054803	ENST00000064571	44	0	1	0	0	1	1200	1348	2	0	0	291	0	197	0	116	3034	NA	NA	NA	NA	NA	NA	NA
ENSG00000182223	ENST00000327939	53.24	0	0	0	0	1	145	40	3	0	0	963	0	143	0	83	1512	NA	NA	NA	NA	NA	NA	NA
ENSG00000124089	ENST00000243911	56.64	1	0	0	0	1	20	112	1	0	0	972	0	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000068831	ENST00000394432	55.63	0	0	1	0	0	227	211	7	3	4	73	1	58	1	129.6153846153846	1066	NA	NA	NA	NA	NA	NA	NA
ENSG00000123815	ENST00000324464	52.66	0	0	0	1	0	505	303	8	4	1	102	1	338	0	98.5	1952	0.29	0.37	0.34	0	0	1	0
ENSG00000062822	ENST00000440232	55.06	0	0	0	1	0	67	45	11	7	7	202	1	105	0	124.66666666666667	14461	0.27	0.37	0.36	1	0	0	0
ENSG00000124098	ENST00000371384	49.24	1	0	1	0	0	2376	32	1	0	1	186	0	216	0	175	5896	0.26	0.32	0.42	0	1	0	0
ENSG00000134215	ENST00000370056	37.54	0	0	1	0	0	2170	311	15	3	8	204	0	41	0	90.92	89649	NA	NA	NA	NA	NA	NA	NA
ENSG00000122912	ENST00000609923	43.38	0	0	1	0	0	5434	148	2	4	2	130	0	156	0	100.71428571428571	10403	NA	NA	NA	NA	NA	NA	NA
ENSG00000169241	ENST00000368404	55.69	1	0	0	1	0	572	60	3	0	2	80	0	101	0	120	308	0.33	0.41	0.26	1	0	0	0
ENSG00000115459	ENST00000409013	46.14	0	0	0	1	0	786	432	4	5	1	54	3	202	0	97.77777777777777	247	NA	NA	NA	NA	NA	NA	NA
ENSG00000089723	ENST00000203664	52.76	0	0	0	1	0	3008	198	4	0	1	3	0	206	0	122.75	10840	0.34	0.26	0.4	1	0	0	0
ENSG00000204991	ENST00000378247	54.79	0	0	0	1	0	1047	76	9	3	2	244	0	222	0	128.07692307692307	16528	0.34	0.3	0.36	1	0	0	0
ENSG00000173486	ENST00000309366	63.63	0	1	1	0	0	103	42	1	2	1	171	1	61	0	64.33333333333333	1252	0.38	0.47	0.14	0	0	1	0
ENSG00000175701	ENST00000414416	40.57	0	0	0	1	0	234	1400	NA	NA	NA	NA	0	NA	1	NA	22049	NA	NA	NA	NA	NA	NA	NA
ENSG00000033170	ENST00000673929	37.41	1	0	1	0	0	1711	810	2	2	4	203	2	317	0	171.42857142857142	42407	0.45	0.49	0.06	0	0	1	0
ENSG00000086544	ENST00000263370	51.3	0	0	0	1	0	1300	24	4	1	1	1155	0	203	0	137.6	7050	0.43	0.24	0.32	0	0	0	1
ENSG00000215114	ENST00000399598	37.95	0	0	1	0	0	3950	25	3	0	4	84	0	162	0	123.83333333333333	5381	NA	NA	NA	NA	NA	NA	NA
ENSG00000106804	ENST00000223642	38.09	0	1	1	0	0	404	29	17	16	7	65	0	129	0	123	3799	NA	NA	NA	NA	NA	NA	NA
ENSG00000114698	ENST00000354952	35.8	0	0	0	0	1	2076	167	4	3	0	7	1	44	0	155.33333333333334	28868	NA	NA	NA	NA	NA	NA	NA
ENSG00000113520	ENST00000231449	47.99	0	1	0	1	0	91	62	3	0	0	135	0	101	0	111.5	274	NA	NA	NA	NA	NA	NA	NA
ENSG00000141076	ENST00000314423	43.98	0	0	1	0	0	84	43	10	5	0	159	1	116	0	126.5	769	0.4	0.29	0.31	1	0	0	0
ENSG00000269404	ENST00000595883	54.35	0	0	0	1	0	2978	25	2	2	1	23	0	298	0	115.75	961	NA	NA	NA	NA	NA	NA	NA
ENSG00000110921	ENST00000228510	52.45	0	0	0	1	0	1548	94	3	3	3	78	1	151	0	119.125	936	0.38	0.26	0.36	1	0	0	0
ENSG00000116288	ENST00000338639	45.41	0	0	0	0	1	451	106	3	2	0	90	1	160	0	78.75	970	0.29	0.29	0.42	1	0	0	0
ENSG00000077312	ENST00000243563	50.77	0	0	0	0	1	222	206	3	1	1	73	0	159	0	153	5851	0.24	0.32	0.44	0	1	0	0
ENSG00000174502	ENST00000367135	52.02	1	0	0	1	0	2305	110	13	3	3	125	1	47	0	121.38888888888889	7527	NA	NA	NA	NA	NA	NA	NA
ENSG00000104537	ENST00000419625	44.25	0	0	0	1	0	446	59	7	3	0	15	0	119	0	89.66666666666667	24567	NA	NA	NA	NA	NA	NA	NA
ENSG00000171311	ENST00000370902	46.2	0	0	1	0	0	536	21	4	2	1	31	0	106	0	74	108	0.31	0.26	0.43	0	1	0	0
